temperature,humidity,moisture,soil,crop
32.47,67.69,65.89,loamy,wheat
33.86,54.7,28.74,sandy,ground nuts
31.07,61.96,50.7,sandy,tobacco
34.71,54.61,40.22,clayey,sugarcane
37.76,58.09,57.42,loamy,ground nuts
35.18,74.22,33.33,sandy,wheat
29.31,62.5,47.47,red,ground nuts
27.15,60.37,37.43,red,wheat
25.93,53.67,42.39,clayey,paddy
30.13,48.9,67.41,loamy,paddy
37.89,61.9,29.68,loamy,cotton
32.93,68.18,34.78,sandy,tobacco
31.28,61.86,62.26,black,maize
28.76,40.17,64.52,sandy,millets
23.56,43.25,20.0,black,cotton
27.83,49.73,58.42,clayey,millets
22.65,53.84,38.27,sandy,sugarcane
30.17,60.55,43.86,clayey,sugarcane
34.6,69.2,49.03,clayey,millets
24.45,57.16,37.8,black,barley
26.81,59.31,70.0,red,oil seeds
26.37,62.64,41.83,clayey,ground nuts
36.73,55.27,32.64,loamy,sugarcane
28.61,53.73,50.17,clayey,millets
33.97,70.45,35.84,sandy,sugarcane
31.01,70.62,28.39,sandy,pulses
32.51,57.48,30.67,sandy,sugarcane
37.75,55.56,50.84,red,tobacco
29.18,45.12,49.86,clayey,ground nuts
39.61,73.34,50.25,sandy,oil seeds
28.4,58.17,39.15,red,paddy
34.28,67.15,39.35,red,paddy
31.35,59.91,24.9,black,sugarcane
32.56,55.34,46.86,sandy,millets
32.1,57.13,37.58,clayey,pulses
34.65,63.66,47.3,clayey,millets
30.12,51.7,31.85,loamy,millets
37.03,72.04,29.53,loamy,ground nuts
30.58,56.52,48.44,sandy,tobacco
31.32,56.57,40.22,sandy,tobacco
33.03,66.07,33.81,red,cotton
32.53,62.34,30.4,clayey,sugarcane
26.58,42.83,35.09,sandy,oil seeds
29.13,73.22,52.98,black,sugarcane
28.23,56.74,28.06,clayey,sugarcane
36.2,64.43,57.43,black,tobacco
23.37,45.91,67.84,sandy,sugarcane
40.0,53.38,47.05,red,oil seeds
26.83,54.4,41.76,loamy,sugarcane
33.02,65.44,50.47,loamy,wheat
29.16,53.59,60.85,sandy,pulses
31.59,71.2,27.7,black,paddy
33.15,58.53,32.29,loamy,sugarcane
26.27,48.43,36.14,loamy,maize
35.1,61.71,41.61,red,cotton
24.59,47.16,21.81,clayey,barley
29.4,52.91,43.18,black,pulses
28.05,52.74,43.39,sandy,pulses
24.59,59.0,58.71,black,ground nuts
27.09,50.45,54.43,loamy,sugarcane
26.63,61.32,55.43,black,oil seeds
29.32,66.28,55.01,loamy,sugarcane
25.75,55.81,39.52,clayey,wheat
29.62,61.0,31.32,black,maize
23.85,60.61,56.48,black,oil seeds
31.15,59.56,27.97,black,cotton
28.76,55.72,49.49,black,millets
31.33,67.83,68.19,sandy,barley
38.04,73.24,69.06,loamy,barley
29.22,57.29,29.75,clayey,wheat
30.67,66.76,52.32,sandy,maize
30.39,54.66,40.53,black,barley
24.04,44.61,65.64,loamy,pulses
24.04,54.47,46.62,black,barley
30.21,53.36,54.28,clayey,oil seeds
36.53,60.86,45.04,black,ground nuts
23.6,54.64,32.83,sandy,barley
24.21,49.11,62.53,clayey,tobacco
28.95,45.51,33.51,red,millets
28.75,60.69,32.81,black,barley
29.43,60.47,58.66,clayey,oil seeds
35.11,67.01,48.64,black,sugarcane
33.94,62.53,22.09,black,barley
30.89,58.68,33.78,sandy,maize
33.14,60.57,35.83,red,barley
29.9,51.27,49.74,clayey,oil seeds
32.53,58.97,39.94,red,ground nuts
25.9,47.84,31.55,sandy,pulses
34.13,59.23,63.23,loamy,sugarcane
30.53,65.11,53.95,clayey,millets
26.0,66.36,26.96,clayey,sugarcane
27.4,54.83,69.04,loamy,cotton
38.44,62.45,46.09,red,ground nuts
29.37,62.57,51.8,red,wheat
29.54,67.83,40.1,loamy,cotton
31.31,48.85,25.68,black,sugarcane
32.51,67.8,42.49,black,sugarcane
28.24,48.4,33.28,red,tobacco
39.87,60.83,56.01,clayey,barley
22.54,44.49,64.67,clayey,barley
39.58,71.07,39.53,loamy,pulses
36.66,60.99,46.13,loamy,wheat
30.67,59.09,30.58,red,sugarcane
28.01,54.25,39.67,red,maize
25.01,43.66,44.44,loamy,oil seeds
29.26,60.28,34.61,loamy,sugarcane
35.64,76.74,55.07,loamy,sugarcane
25.85,59.28,48.78,red,barley
27.37,52.08,45.62,clayey,maize
26.57,53.34,23.1,black,tobacco
36.24,55.86,52.22,sandy,ground nuts
39.58,56.11,42.44,sandy,tobacco
33.06,52.39,40.7,loamy,millets
32.03,57.94,48.58,clayey,wheat
26.9,57.31,68.61,black,cotton
33.47,59.46,64.44,sandy,wheat
40.0,62.39,45.31,clayey,paddy
31.98,60.7,35.91,loamy,pulses
32.84,62.04,32.05,sandy,sugarcane
27.96,54.06,47.23,black,millets
32.11,71.86,56.34,clayey,barley
37.68,71.36,32.07,clayey,ground nuts
33.29,72.81,38.08,red,tobacco
24.24,45.3,68.56,clayey,barley
29.39,58.92,32.77,sandy,wheat
34.12,78.05,45.51,sandy,oil seeds
31.46,60.92,35.26,black,barley
25.84,46.79,35.77,clayey,paddy
30.65,57.55,43.54,black,maize
36.25,60.68,42.98,black,sugarcane
28.64,69.09,42.89,loamy,cotton
30.28,59.17,40.52,red,pulses
36.5,52.36,24.4,red,paddy
21.57,50.51,47.72,black,wheat
33.9,74.86,57.18,sandy,wheat
37.18,70.69,58.98,red,sugarcane
33.28,76.03,40.66,clayey,barley
29.85,58.07,42.1,sandy,tobacco
21.99,53.33,61.68,red,oil seeds
23.41,43.66,20.16,clayey,pulses
30.29,46.16,40.66,clayey,paddy
31.65,57.0,56.28,red,oil seeds
32.15,58.22,58.63,clayey,cotton
30.74,62.79,50.57,sandy,tobacco
22.28,49.97,42.28,clayey,pulses
29.84,42.95,34.38,clayey,sugarcane
36.14,74.84,61.48,sandy,tobacco
39.75,66.91,26.89,black,barley
30.44,68.6,66.26,clayey,barley
30.86,51.58,34.05,red,millets
30.22,65.07,28.06,red,cotton
30.08,52.22,52.78,red,oil seeds
37.77,72.96,37.53,black,tobacco
20.55,57.33,36.43,red,wheat
30.4,60.18,28.18,loamy,cotton
28.3,62.72,42.06,clayey,wheat
33.03,50.75,42.07,loamy,sugarcane
24.26,66.8,29.59,loamy,barley
36.13,61.57,35.14,loamy,maize
36.76,72.35,33.65,black,paddy
30.12,52.36,33.8,sandy,barley
22.16,43.31,42.41,red,pulses
32.65,68.89,29.69,clayey,millets
26.89,51.17,70.0,clayey,sugarcane
33.44,59.53,70.0,clayey,cotton
29.67,47.88,23.8,red,ground nuts
25.12,50.56,52.48,sandy,millets
36.37,67.68,30.08,loamy,tobacco
29.06,68.31,52.37,red,ground nuts
25.78,64.69,32.38,loamy,barley
30.4,55.27,41.63,clayey,ground nuts
36.0,59.46,52.35,clayey,wheat
25.43,48.84,35.9,black,pulses
34.49,54.23,21.17,black,sugarcane
30.5,59.68,35.22,black,wheat
24.25,67.07,21.47,loamy,tobacco
35.42,65.57,43.67,clayey,pulses
30.41,64.96,48.09,black,pulses
27.52,42.91,21.12,red,ground nuts
24.68,49.97,70.0,loamy,barley
29.32,64.15,57.63,black,cotton
31.83,55.75,46.33,sandy,millets
40.0,61.76,49.42,loamy,cotton
27.8,65.85,31.27,clayey,wheat
31.7,55.64,40.28,sandy,maize
29.0,65.07,70.0,red,maize
29.04,70.01,36.9,black,barley
27.98,42.2,60.29,clayey,pulses
35.17,73.71,70.0,loamy,maize
26.03,44.6,30.68,red,cotton
27.89,59.42,32.46,sandy,tobacco
38.67,65.53,64.36,black,oil seeds
24.54,46.43,32.67,black,ground nuts
32.82,66.47,59.62,red,ground nuts
24.05,56.01,29.3,red,sugarcane
32.67,66.98,67.27,loamy,cotton
31.25,49.31,59.62,sandy,ground nuts
21.28,54.65,57.82,clayey,cotton
33.5,71.43,63.29,clayey,tobacco
30.14,74.53,67.61,black,paddy
28.38,62.44,55.9,black,wheat
40.0,53.38,44.17,black,barley
30.51,56.56,31.01,sandy,ground nuts
29.85,60.19,51.81,black,millets
27.57,58.96,56.6,red,wheat
31.19,60.99,46.6,red,pulses
26.57,53.43,43.69,clayey,ground nuts
21.45,47.54,35.03,red,tobacco
25.87,64.11,67.58,loamy,wheat
23.29,59.14,42.14,red,maize
24.68,58.73,43.06,sandy,millets
33.95,62.48,20.64,black,pulses
26.33,59.59,55.24,black,cotton
40.0,68.68,34.13,sandy,ground nuts
27.62,67.62,64.74,red,barley
27.96,53.07,59.54,clayey,pulses
26.49,61.97,42.04,clayey,ground nuts
29.25,62.0,55.15,clayey,barley
23.74,55.81,61.5,loamy,pulses
25.85,48.14,39.33,loamy,maize
30.07,59.72,61.15,clayey,pulses
30.02,55.06,30.59,red,wheat
21.68,57.86,23.08,red,pulses
20.42,53.57,38.87,loamy,cotton
32.8,65.87,49.94,clayey,barley
33.34,61.94,32.31,black,sugarcane
31.25,68.53,66.94,red,oil seeds
37.61,64.57,34.12,clayey,pulses
34.15,68.11,46.5,clayey,pulses
27.67,59.9,26.38,black,cotton
22.34,45.29,39.49,loamy,millets
21.07,60.95,61.29,clayey,millets
27.82,57.43,30.84,loamy,cotton
23.11,49.15,32.6,black,cotton
24.0,49.02,37.37,clayey,sugarcane
29.13,43.28,36.14,black,sugarcane
23.46,50.44,24.32,black,cotton
28.08,52.69,32.35,clayey,ground nuts
21.29,54.85,26.51,sandy,millets
28.54,49.45,46.17,red,millets
31.21,60.48,37.27,clayey,oil seeds
22.97,44.59,43.69,clayey,barley
27.52,52.42,36.15,red,maize
26.76,43.31,43.64,red,oil seeds
30.57,64.68,51.73,clayey,wheat
37.11,77.37,42.03,clayey,cotton
34.97,72.4,57.83,loamy,wheat
32.85,69.09,29.04,black,ground nuts
24.33,66.27,70.0,black,ground nuts
23.84,60.67,36.47,sandy,pulses
35.36,64.36,36.49,loamy,wheat
27.09,62.94,50.51,red,wheat
25.2,48.23,41.84,black,ground nuts
23.98,52.41,24.26,loamy,ground nuts
32.12,57.29,40.78,sandy,millets
28.29,57.33,52.55,clayey,cotton
27.8,44.81,22.17,red,sugarcane
35.41,69.11,70.0,clayey,sugarcane
34.46,74.6,45.35,red,oil seeds
26.25,69.57,37.25,red,tobacco
40.0,76.34,22.1,black,oil seeds
29.5,50.06,63.05,clayey,pulses
27.13,43.23,35.28,red,paddy
28.99,66.71,43.03,clayey,paddy
25.14,46.88,28.19,loamy,cotton
27.79,62.14,30.06,red,sugarcane
33.41,67.81,41.34,loamy,ground nuts
25.2,44.1,46.96,red,oil seeds
34.19,56.72,63.64,clayey,tobacco
37.3,68.57,44.84,black,pulses
31.78,59.11,44.18,black,pulses
32.11,71.08,29.01,sandy,barley
36.82,57.69,30.19,red,barley
25.12,64.48,52.92,sandy,wheat
31.33,72.92,35.31,red,tobacco
29.93,55.77,48.12,clayey,tobacco
32.68,58.16,41.4,loamy,paddy
28.17,50.1,57.67,sandy,cotton
35.81,76.09,24.48,red,paddy
38.04,62.28,44.38,clayey,pulses
31.55,53.02,39.4,clayey,cotton
29.14,59.77,42.79,clayey,barley
34.31,63.01,44.96,black,tobacco
27.54,58.58,30.71,black,tobacco
27.92,52.23,46.52,sandy,tobacco
24.6,51.17,29.76,clayey,wheat
28.87,57.65,56.9,black,barley
28.85,58.79,66.37,sandy,cotton
33.72,61.76,45.98,clayey,maize
30.63,60.56,22.33,black,maize
27.05,50.1,30.22,sandy,maize
22.79,59.47,28.56,sandy,millets
38.77,55.67,55.59,clayey,paddy
28.8,49.98,58.83,black,sugarcane
27.76,65.79,45.56,loamy,ground nuts
22.48,53.68,29.96,clayey,millets
32.73,55.44,47.85,clayey,ground nuts
24.2,41.69,33.6,red,ground nuts
30.17,59.06,40.76,loamy,cotton
40.0,67.75,57.85,loamy,barley
38.33,58.9,40.27,clayey,cotton
26.86,46.9,28.95,clayey,wheat
25.56,61.54,26.89,sandy,tobacco
26.54,45.74,70.0,red,tobacco
29.36,52.93,54.82,red,oil seeds
24.44,46.56,30.45,red,ground nuts
27.95,69.26,31.79,red,ground nuts
37.22,64.38,63.58,red,tobacco
30.57,47.43,58.26,sandy,ground nuts
24.1,63.6,25.87,clayey,sugarcane
37.79,62.57,61.86,clayey,sugarcane
30.33,55.01,27.78,loamy,tobacco
28.18,65.54,54.63,clayey,millets
24.23,58.48,50.97,red,tobacco
31.35,68.81,41.39,black,oil seeds
35.83,76.88,66.33,red,sugarcane
33.04,56.04,63.33,black,maize
36.49,74.83,63.59,red,sugarcane
30.11,48.12,54.43,red,maize
20.3,44.44,41.86,loamy,pulses
32.82,65.38,24.04,red,ground nuts
32.87,59.11,59.71,clayey,sugarcane
30.81,51.96,35.61,loamy,millets
38.65,71.63,59.06,sandy,tobacco
32.86,68.29,37.77,black,maize
22.72,50.47,51.87,black,sugarcane
27.14,58.79,66.42,sandy,tobacco
32.33,74.41,49.11,loamy,ground nuts
31.57,59.49,44.41,loamy,wheat
33.92,70.37,55.46,sandy,cotton
23.64,54.21,33.68,clayey,barley
26.46,60.34,48.97,red,tobacco
35.48,68.25,34.7,clayey,wheat
40.0,80.0,56.82,red,tobacco
29.3,44.76,52.52,red,paddy
31.85,56.67,68.54,sandy,sugarcane
37.34,56.16,66.28,loamy,ground nuts
39.21,74.83,33.14,sandy,wheat
35.11,67.52,40.53,black,paddy
30.26,42.39,34.0,black,wheat
27.72,47.55,65.62,sandy,wheat
37.43,61.49,29.07,red,pulses
39.16,75.73,34.03,black,sugarcane
29.62,57.58,56.91,clayey,pulses
32.11,68.19,40.77,clayey,paddy
33.45,64.37,58.6,loamy,millets
32.97,58.85,60.26,black,paddy
34.98,59.82,34.18,loamy,millets
23.6,46.17,50.36,red,cotton
28.85,45.61,27.28,clayey,millets
24.76,45.87,45.72,clayey,tobacco
38.26,65.76,29.84,black,pulses
36.67,66.99,57.65,clayey,pulses
32.15,59.62,52.44,red,wheat
40.0,71.5,35.55,loamy,tobacco
31.55,52.46,20.0,sandy,sugarcane
25.85,47.66,44.43,clayey,ground nuts
29.09,53.7,30.89,red,sugarcane
35.09,73.25,64.96,red,paddy
36.28,57.76,50.83,clayey,pulses
31.96,62.45,49.67,sandy,tobacco
36.03,68.01,34.95,red,barley
31.63,56.04,35.55,red,oil seeds
37.72,53.18,50.18,red,millets
34.19,58.06,70.0,loamy,paddy
24.85,44.22,44.43,black,ground nuts
26.79,51.89,45.51,sandy,maize
28.9,48.82,25.28,red,tobacco
32.48,55.58,37.82,loamy,oil seeds
29.28,54.11,33.43,loamy,sugarcane
23.96,52.37,25.81,sandy,maize
36.64,64.68,42.16,black,wheat
26.37,60.29,50.88,black,millets
33.21,79.62,35.61,loamy,barley
34.78,55.26,29.66,black,ground nuts
31.53,61.06,40.48,black,ground nuts
26.71,49.27,30.54,sandy,ground nuts
30.89,66.92,30.15,black,oil seeds
25.99,57.23,60.76,sandy,ground nuts
35.33,63.38,24.82,sandy,oil seeds
32.14,67.16,57.06,clayey,sugarcane
26.59,52.74,51.85,clayey,tobacco
29.09,65.94,42.43,loamy,paddy
33.4,72.33,23.7,red,tobacco
24.53,59.27,42.34,clayey,sugarcane
37.56,61.34,62.16,black,sugarcane
24.83,54.28,62.54,clayey,maize
29.19,47.17,37.7,black,ground nuts
35.36,66.71,31.57,sandy,wheat
32.94,58.58,52.48,red,barley
39.46,69.85,20.0,red,sugarcane
29.13,62.34,26.54,red,wheat
39.89,68.39,50.49,black,paddy
23.49,45.84,58.18,clayey,wheat
30.68,63.25,46.38,black,paddy
24.41,56.8,34.97,sandy,cotton
33.88,80.0,54.46,black,oil seeds
27.17,69.52,47.69,sandy,maize
35.51,72.18,36.2,loamy,maize
32.08,55.08,52.81,red,ground nuts
35.09,72.5,46.73,sandy,barley
29.74,48.18,62.44,black,tobacco
28.54,63.37,52.98,clayey,sugarcane
33.65,60.55,62.52,black,tobacco
31.89,59.31,30.26,red,millets
27.42,62.06,43.64,clayey,maize
34.32,59.44,33.94,loamy,cotton
26.61,43.26,46.1,clayey,cotton
32.76,48.27,44.77,clayey,millets
29.58,56.08,67.27,red,cotton
35.14,58.65,43.04,sandy,pulses
29.99,52.36,48.22,black,pulses
24.71,53.0,33.7,sandy,millets
37.83,62.2,38.9,red,sugarcane
29.62,67.51,41.82,clayey,wheat
24.59,58.67,52.83,sandy,cotton
38.92,59.35,41.61,clayey,cotton
24.95,54.7,25.03,sandy,wheat
34.84,66.6,26.52,red,ground nuts
24.75,49.42,45.06,clayey,cotton
34.76,66.83,47.24,clayey,wheat
34.36,59.48,61.29,sandy,maize
33.1,52.18,63.48,red,wheat
22.53,60.17,52.65,loamy,pulses
33.29,57.7,37.44,black,millets
26.95,62.85,63.53,clayey,oil seeds
28.76,54.72,37.74,red,wheat
26.27,49.13,21.16,sandy,ground nuts
31.58,66.26,59.62,sandy,paddy
25.22,60.2,52.04,clayey,tobacco
33.11,71.83,57.15,loamy,paddy
29.94,62.39,35.14,red,tobacco
25.72,60.71,43.46,clayey,wheat
29.16,50.01,56.58,clayey,maize
40.0,74.03,39.34,loamy,paddy
27.65,55.35,34.36,black,pulses
29.72,71.91,52.5,red,tobacco
28.03,53.76,60.86,sandy,wheat
29.86,59.28,62.62,sandy,maize
32.86,62.77,31.22,red,oil seeds
23.9,44.45,32.53,red,barley
30.2,57.56,52.01,loamy,wheat
26.86,61.34,45.62,black,oil seeds
21.51,55.9,45.54,clayey,maize
28.78,66.87,49.42,clayey,millets
29.54,54.73,69.41,loamy,pulses
35.77,58.62,25.35,sandy,oil seeds
30.85,67.85,27.32,loamy,ground nuts
35.66,68.89,32.88,red,oil seeds
30.37,61.22,43.8,loamy,paddy
26.62,66.89,62.01,red,oil seeds
33.88,72.42,32.65,black,ground nuts
40.0,79.99,35.61,loamy,sugarcane
33.2,53.06,64.27,sandy,sugarcane
27.05,50.17,43.61,loamy,millets
25.34,51.56,38.67,clayey,barley
34.03,61.12,35.57,clayey,cotton
27.22,58.67,43.43,red,tobacco
24.41,53.52,66.7,black,millets
30.88,56.44,68.29,sandy,maize
26.62,58.03,23.34,sandy,ground nuts
30.9,68.66,34.94,clayey,wheat
32.61,63.84,45.4,black,sugarcane
25.11,49.18,41.82,red,paddy
31.05,52.85,37.01,clayey,sugarcane
29.6,70.57,54.2,black,sugarcane
23.25,48.93,24.15,black,oil seeds
27.69,55.28,34.84,clayey,ground nuts
23.33,59.29,45.53,loamy,tobacco
39.91,76.62,45.94,red,millets
27.11,66.09,67.85,black,wheat
27.18,59.42,53.2,clayey,pulses
30.72,62.41,35.53,sandy,barley
24.51,46.17,65.49,sandy,sugarcane
35.48,55.43,28.66,red,millets
33.63,71.51,43.87,loamy,tobacco
35.39,65.38,54.92,sandy,paddy
26.3,62.73,20.0,black,millets
25.98,51.85,70.0,black,pulses
28.26,50.41,34.56,clayey,barley
35.36,69.36,54.93,red,oil seeds
37.61,60.54,64.55,loamy,maize
30.21,59.88,47.25,loamy,paddy
35.04,69.99,33.2,black,pulses
30.78,66.91,63.26,loamy,oil seeds
30.9,52.93,43.05,red,millets
38.8,74.45,38.5,red,ground nuts
29.07,73.52,52.71,loamy,millets
29.8,52.93,39.95,black,sugarcane
33.53,68.45,31.56,red,sugarcane
35.43,73.21,53.28,loamy,wheat
21.05,45.03,70.0,red,cotton
27.48,47.09,27.89,black,cotton
29.54,60.61,54.07,loamy,sugarcane
38.11,69.4,54.47,black,wheat
28.55,50.92,36.81,sandy,oil seeds
35.38,55.86,42.48,sandy,pulses
34.35,56.75,61.79,black,tobacco
27.07,54.74,36.04,red,tobacco
40.0,75.03,42.43,black,pulses
26.28,48.37,65.31,black,millets
36.48,63.87,20.37,sandy,sugarcane
36.73,56.57,49.51,red,millets
36.22,63.83,37.08,red,tobacco
32.23,54.15,54.33,red,sugarcane
40.0,74.84,47.75,sandy,cotton
32.17,63.37,31.63,red,ground nuts
29.44,50.92,34.24,loamy,barley
25.42,52.97,21.71,red,paddy
29.19,61.81,48.68,clayey,sugarcane
27.44,54.73,62.9,clayey,maize
25.08,66.46,20.54,clayey,millets
32.32,58.02,68.23,sandy,sugarcane
28.86,61.44,55.03,clayey,sugarcane
36.97,72.6,43.87,sandy,ground nuts
29.5,69.16,41.62,loamy,cotton
31.36,52.48,65.81,loamy,cotton
22.06,56.16,61.45,red,tobacco
33.36,62.22,24.56,sandy,millets
28.16,53.4,40.78,sandy,millets
36.49,75.76,26.28,black,wheat
37.5,64.03,58.94,loamy,oil seeds
37.31,66.86,70.0,red,tobacco
25.35,50.13,25.76,red,maize
28.71,64.1,44.78,loamy,maize
31.77,65.53,40.43,black,cotton
30.79,63.59,37.55,clayey,millets
26.02,48.46,37.47,loamy,ground nuts
29.34,72.39,39.94,red,cotton
36.2,58.84,44.43,clayey,millets
35.97,56.08,39.97,black,sugarcane
21.93,47.19,41.85,loamy,oil seeds
36.44,69.49,70.0,loamy,ground nuts
28.5,65.5,63.01,loamy,oil seeds
28.75,45.15,32.3,clayey,sugarcane
31.11,63.86,68.38,loamy,paddy
26.43,45.04,30.14,black,sugarcane
29.0,73.39,38.46,clayey,wheat
37.55,62.6,24.11,sandy,paddy
26.18,47.19,39.82,loamy,barley
33.14,68.2,49.7,clayey,paddy
27.37,46.45,46.45,clayey,cotton
30.82,56.86,48.67,black,pulses
31.92,67.01,48.12,red,ground nuts
33.98,51.19,32.23,red,sugarcane
30.01,57.83,61.88,red,tobacco
28.65,49.45,27.65,loamy,ground nuts
23.43,46.91,62.82,red,pulses
35.77,60.14,36.61,black,maize
38.55,58.08,53.88,loamy,paddy
26.71,42.66,48.03,black,millets
31.59,69.57,52.01,black,tobacco
29.49,67.11,63.28,black,oil seeds
32.29,56.56,63.14,loamy,barley
25.89,52.78,32.13,loamy,oil seeds
22.39,59.45,42.31,red,pulses
24.48,64.32,40.94,clayey,ground nuts
30.09,52.45,34.93,black,barley
30.67,44.15,46.13,loamy,maize
29.46,64.44,26.19,clayey,tobacco
34.69,71.9,21.7,loamy,cotton
24.97,59.67,27.05,red,paddy
24.87,56.1,31.14,sandy,cotton
33.86,62.68,37.06,loamy,paddy
33.35,53.25,64.49,sandy,millets
27.73,53.14,25.75,clayey,sugarcane
37.09,56.19,40.03,loamy,paddy
26.19,61.82,26.83,sandy,ground nuts
24.93,67.58,47.18,red,millets
33.39,71.79,31.6,black,wheat
32.93,56.53,28.8,clayey,maize
28.87,42.05,50.69,clayey,oil seeds
36.94,53.17,24.98,sandy,paddy
26.55,70.7,64.77,loamy,cotton
26.48,49.62,32.7,sandy,oil seeds
35.14,69.23,39.79,sandy,ground nuts
30.29,55.55,44.77,red,wheat
21.54,43.75,56.74,clayey,wheat
26.69,61.8,55.35,sandy,paddy
37.94,60.1,56.48,loamy,maize
20.53,53.88,68.8,red,tobacco
30.62,46.34,61.19,black,barley
24.14,45.84,44.84,black,sugarcane
21.95,59.83,69.07,sandy,wheat
34.26,69.87,24.2,red,tobacco
24.98,67.9,70.0,loamy,wheat
23.0,55.77,37.58,clayey,sugarcane
30.49,59.19,51.04,red,cotton
31.65,69.41,33.59,sandy,millets
30.68,61.61,38.4,loamy,paddy
22.27,53.67,28.01,black,pulses
30.65,59.18,52.5,clayey,paddy
27.86,59.92,36.56,loamy,oil seeds
31.58,55.46,70.0,red,wheat
26.73,56.88,29.16,red,maize
27.32,69.77,41.0,loamy,barley
31.49,69.94,50.94,black,paddy
39.76,50.39,44.02,red,wheat
28.09,68.54,27.88,red,maize
33.22,67.49,46.8,clayey,pulses
33.09,77.6,43.37,clayey,maize
27.89,49.02,36.06,black,millets
31.17,69.37,43.42,sandy,sugarcane
31.53,56.66,34.79,clayey,ground nuts
36.4,62.17,27.49,loamy,ground nuts
35.25,53.22,40.74,sandy,pulses
29.6,51.91,43.03,sandy,sugarcane
31.32,65.36,47.86,black,sugarcane
32.98,67.67,45.92,loamy,barley
28.48,49.43,44.67,sandy,barley
38.56,74.3,55.08,black,oil seeds
28.02,48.84,51.42,sandy,wheat
37.73,70.55,52.64,black,paddy
27.7,62.14,37.45,sandy,wheat
28.26,59.17,33.07,red,pulses
23.32,60.72,41.52,loamy,sugarcane
23.39,59.59,32.49,red,millets
31.91,64.57,48.22,sandy,sugarcane
29.26,60.97,49.42,red,cotton
26.27,51.6,34.24,sandy,wheat
32.53,56.56,54.29,clayey,pulses
25.72,53.66,21.91,red,barley
28.01,42.25,31.47,black,maize
34.74,68.72,29.09,loamy,tobacco
22.55,43.39,55.77,sandy,millets
34.51,66.37,51.86,black,paddy
38.69,71.21,50.84,loamy,wheat
30.33,52.42,35.68,sandy,wheat
28.97,59.55,36.01,sandy,wheat
35.45,70.4,26.6,loamy,maize
31.27,70.01,49.6,red,sugarcane
23.79,63.74,20.0,red,wheat
31.04,45.07,31.17,clayey,millets
28.78,47.92,40.88,clayey,pulses
35.87,54.52,43.39,loamy,pulses
29.98,45.13,41.6,loamy,tobacco
31.61,65.58,41.29,loamy,oil seeds
36.29,68.59,62.11,sandy,pulses
31.74,64.98,31.38,loamy,paddy
24.78,60.16,32.61,sandy,maize
32.21,54.41,61.25,clayey,maize
39.02,65.96,31.19,sandy,cotton
27.01,57.18,41.37,clayey,barley
25.91,59.25,20.86,clayey,ground nuts
29.51,57.2,41.79,loamy,cotton
26.13,52.53,60.62,sandy,maize
30.54,60.14,32.76,clayey,sugarcane
31.78,66.16,38.27,clayey,maize
22.1,52.62,42.41,black,paddy
28.89,52.69,65.95,clayey,pulses
23.98,55.96,30.85,red,wheat
35.61,66.92,54.5,clayey,sugarcane
30.52,54.37,41.46,loamy,cotton
31.74,53.09,66.97,sandy,cotton
29.78,73.97,57.26,sandy,paddy
32.94,74.58,61.13,clayey,paddy
38.5,58.84,52.22,black,cotton
40.0,77.51,44.13,black,paddy
31.51,69.17,49.11,red,sugarcane
31.94,71.92,36.07,black,maize
36.44,61.1,60.46,red,millets
31.24,49.93,37.99,black,maize
37.02,71.06,58.82,sandy,oil seeds
37.22,61.58,47.35,loamy,ground nuts
32.45,68.21,21.16,sandy,ground nuts
38.94,73.94,64.07,red,maize
32.45,52.61,41.79,loamy,sugarcane
27.9,61.55,43.02,loamy,tobacco
32.41,66.99,33.52,red,barley
37.99,74.34,48.62,clayey,wheat
25.88,57.09,44.64,clayey,cotton
30.87,56.76,45.95,sandy,oil seeds
28.55,43.74,27.1,clayey,barley
31.83,58.92,38.28,clayey,pulses
25.38,60.27,32.65,black,tobacco
33.48,78.42,32.25,clayey,paddy
30.79,61.19,66.13,loamy,oil seeds
38.37,71.47,41.35,red,paddy
38.52,65.09,55.29,black,sugarcane
32.42,57.29,59.35,red,maize
33.54,62.45,27.73,black,maize
22.94,55.21,33.2,black,sugarcane
34.64,54.07,30.24,red,ground nuts
27.18,54.31,58.77,black,oil seeds
36.75,74.17,53.07,black,millets
25.18,55.87,41.76,sandy,pulses
35.59,76.91,52.53,clayey,millets
28.46,53.05,34.92,red,pulses
23.72,61.19,42.73,red,pulses
38.08,63.07,27.4,black,cotton
32.68,69.24,30.61,loamy,ground nuts
27.23,45.13,46.5,red,millets
25.56,62.96,24.11,clayey,tobacco
23.23,56.75,26.54,clayey,wheat
32.08,56.04,57.99,sandy,sugarcane
33.03,57.81,20.71,black,tobacco
28.27,61.15,25.82,sandy,oil seeds
25.2,60.8,40.83,black,cotton
32.37,57.03,65.34,loamy,paddy
32.77,65.31,56.5,loamy,sugarcane
27.51,61.14,61.53,loamy,pulses
36.35,64.04,65.28,black,barley
20.36,57.7,38.39,red,ground nuts
33.04,52.2,21.85,clayey,millets
35.94,62.93,28.98,red,barley
25.69,61.45,23.95,black,tobacco
27.55,59.01,28.77,loamy,ground nuts
38.84,74.14,70.0,loamy,ground nuts
32.3,62.68,41.53,clayey,sugarcane
34.98,76.76,43.81,loamy,barley
25.16,56.14,61.08,red,pulses
38.09,65.45,47.28,loamy,barley
